Transaction Key;Transaction ID;Customer ID;Location;Payment Method;Category;Item;Quantity;Unit Price;Unit_Cost;Discount_Rate;Total_Recalc;Gross_Profit_After_Discount;Gross_Margin_%;Customer Age;Tenure (Years);Price_vs_Cost_Flag;Pre_Discount_Total;Discount_Zero_Flag;Total Spent;Date;Future_Date_Flag;Pre_Recalc;Gross_Profit;Year;Month;Week;Membership Level;Region;Province/State;Log_Total_Recalc;Month_Year;;
TXN_886729_20240703;TXN_886729;CUST_0514;Online;Credit Card;Sports & Outdoor;Yoga Mat;3;162,52;122,67;0,046;465,13;97,12;0,21;30;8,6;OK;487,56;Discounted;465,13;3/7/24;OK;487,56;119,55;2024;07;27;Standard;Midwest;IL;2,67;Jul-2024;;
TXN_461006_20241119;TXN_461006;CUST_0652;In-store;Credit Card;Sports & Outdoor;Camping Tent;5;162,03;102,68;0,083;742,91;229,51;0,31;50;9,3;OK;810,15;Discounted;742,91;19/11/24;OK;810,15;296,75;2024;11;47;Standard;South;TX;2,87;Nov-2024;;
TXN_800655_20241119;TXN_800655;CUST_0686;In-store;Cash;Sports & Outdoor;Dumbbells;2;244,55;150,97;0,048;465,62;163,68;0,35;66;7,6;OK;489,10;Discounted;465,62;19/11/24;OK;489,10;187,16;2024;11;47;Standard;Northeast;PA;2,67;Nov-2024;;
TXN_736073_20250901;TXN_736073;CUST_0205;In-store;Credit Card;Sports & Outdoor;Camping Tent;3;162,03;134,46;0,040;466,65;63,27;0,14;69;1,4;OK;486,09;Discounted;466,65;1/9/25;OK;486,09;82,71;2025;09;36;Standard;Midwest;WI;2,67;Sep-2025;;
TXN_286903_20250809;TXN_286903;CUST_0819;In-store;Credit Card;Sports & Outdoor;Water Bottle;5;204,51;106,82;0,071;949,95;415,85;0,44;33;7,4;OK;1022,55;Discounted;949,95;9/8/25;OK;1022,55;488,45;2025;08;32;Standard;West;CA;2,98;Aug-2025;;
TXN_811995_20240814;TXN_811995;CUST_0486;In-store;Digital Wallet;Sports & Outdoor;Camping Tent;4;162,03;138,42;0,076;598,86;45,18;0,08;29;3,7;OK;648,12;Discounted;598,86;14/8/24;OK;648,12;94,44;2024;08;33;Standard;Midwest;WI;2,78;Aug-2024;;
TXN_514173_20240719;TXN_514173;CUST_0495;Online;Credit Card;Sports & Outdoor;Water Bottle;16;204,51;145,21;0,103;2935,13;611,77;0,21;53;0,4;OK;3272,16;Discounted;2935,13;19/7/24;OK;3272,16;948,80;2024;07;29;Platinum;South;TX;3,47;Jul-2024;;
TXN_652549_20231012;TXN_652549;CUST_0753;In-store;Digital Wallet;Sports & Outdoor;Dumbbells;2;244,55;175,55;0,054;462,69;111,59;0,24;58;0,9;OK;489,10;Discounted;462,69;12/10/23;OK;489,10;138,00;2023;10;41;Platinum;Midwest;IL;2,67;Oct-2023;;
TXN_156346_20230613;TXN_156346;CUST_0119;In-store;Credit Card;Sports & Outdoor;Water Bottle;6;204,51;162,83;0,072;1138,71;161,73;0,14;43;3,9;OK;1227,06;Discounted;1138,71;13/6/23;OK;1227,06;250,08;2023;06;24;Standard;Northeast;MA;3,06;Jun-2023;;
TXN_504831_20230620;TXN_504831;CUST_0276;In-store;Cash;Sports & Outdoor;Camping Tent;12;162,03;145,09;0,060;1827,70;86,62;0,05;58;5,7;OK;1944,36;Discounted;1827,70;20/6/23;OK;1944,36;203,28;2023;06;25;Standard;West;CO;3,26;Jun-2023;;
TXN_444040_20241215;TXN_444040;CUST_0134;In-store;Credit Card;Sports & Outdoor;Tennis Racket;3;114,91;79,23;0,031;334,04;96,35;0,29;57;9,6;OK;344,73;Discounted;334,04;15/12/24;OK;344,73;107,04;2024;12;51;Standard;Western Canada;AB;2,52;Dec-2024;;
TXN_316852_20250417;TXN_316852;CUST_0087;In-store;Credit Card;Sports & Outdoor;Yoga Mat;4;162,52;115,14;0,088;592,87;132,31;0,22;46;2,2;OK;650,08;Discounted;592,87;17/4/25;OK;650,08;189,52;2025;04;16;Standard;Eastern Canada;ON;2,77;Apr-2025;;
TXN_604969_20230816;TXN_604969;CUST_0663;Online;Credit Card;Sports & Outdoor;Water Bottle;8;204,51;142,86;0,082;1501,92;359,04;0,24;35;9,2;OK;1636,08;Discounted;1501,92;16/8/23;OK;1636,08;493,20;2023;08;33;Standard;Eastern Canada;ON;3,18;Aug-2023;;
TXN_681545_20240704;TXN_681545;CUST_0145;Online;Credit Card;Sports & Outdoor;Yoga Mat;1;162,52;125,07;0,040;156,02;30,95;0,20;36;0,8;OK;162,52;Discounted;156,02;4/7/24;OK;162,52;37,45;2024;07;27;Standard;West;CA;2,19;Jul-2024;;
TXN_909901_20240615;TXN_909901;CUST_0202;In-store;Cash;Sports & Outdoor;Tennis Racket;5;114,91;76,55;0,097;518,82;136,07;0,26;53;8,7;OK;574,55;Discounted;518,82;15/6/24;OK;574,55;191,80;2024;06;24;Gold;South;GA;2,72;Jun-2024;;
TXN_222380_20240804;TXN_222380;CUST_0211;In-store;Cash;Sports & Outdoor;Tennis Racket;8;114,91;79,52;0,052;871,48;235,32;0,27;67;1,4;OK;919,28;Discounted;871,48;4/8/24;OK;919,28;283,12;2024;08;32;Standard;South;FL;2,94;Aug-2024;;
TXN_456501_20241012;TXN_456501;CUST_0507;In-store;Credit Card;Sports & Outdoor;Dumbbells;3;244,55;200,09;0,085;671,29;71,02;0,11;33;9,9;OK;733,65;Discounted;671,29;12/10/24;OK;733,65;133,38;2024;10;41;Standard;South;GA;2,83;Oct-2024;;
TXN_919884_20241105;TXN_919884;CUST_0448;In-store;Cash;Sports & Outdoor;Tennis Racket;2;114,91;59,25;0,044;219,71;101,21;0,46;39;2,5;OK;229,82;Discounted;219,71;5/11/24;OK;229,82;111,32;2024;11;45;Standard;West;WA;2,34;Nov-2024;;
TXN_641789_20230626;TXN_641789;CUST_0387;In-store;Credit Card;Sports & Outdoor;Tennis Racket;3;114,91;73,12;0,040;330,94;111,58;0,34;23;8,1;OK;344,73;Discounted;330,94;26/6/23;OK;344,73;125,37;2023;06;26;Standard;West;CO;2,52;Jun-2023;;
TXN_852868_20240720;TXN_852868;CUST_0644;Online;Credit Card;Sports & Outdoor;Camping Tent;5;162,03;118,58;0,071;752,63;159,73;0,21;26;1,5;OK;810,15;Discounted;752,63;20/7/24;OK;810,15;217,25;2024;07;29;Platinum;Eastern Canada;ON;2,88;Jul-2024;;
TXN_902660_20230911;TXN_902660;CUST_0611;In-store;Digital Wallet;Sports & Outdoor;Yoga Mat;5;162,52;136,36;0,051;771,16;89,36;0,12;55;3,3;OK;812,60;Discounted;771,16;11/9/23;OK;812,60;130,80;2023;09;37;Standard;South;TX;2,89;Sep-2023;;
TXN_533250_20250616;TXN_533250;CUST_0337;Online;Credit Card;Sports & Outdoor;Dumbbells;2;244,55;135,43;0,047;466,11;195,25;0,42;44;7,3;OK;489,10;Discounted;466,11;16/6/25;OK;489,10;218,24;2025;06;25;Gold;Northeast;PA;2,67;Jun-2025;;
TXN_291044_20240726;TXN_291044;CUST_0248;Online;Credit Card;Sports & Outdoor;Camping Tent;2;162,03;138,82;0,037;312,07;34,43;0,11;59;6,0;OK;324,06;Discounted;312,07;26/7/24;OK;324,06;46,42;2024;07;30;Standard;Northeast;NY;2,49;Jul-2024;;
TXN_788707_20231012;TXN_788707;CUST_0900;Online;Credit Card;Sports & Outdoor;Dumbbells;12;244,55;173,70;0,065;2743,85;659,45;0,24;39;9,1;OK;2934,60;Discounted;2743,85;12/10/23;OK;2934,60;850,20;2023;10;41;Standard;Western Canada;AB;3,44;Oct-2023;;
TXN_232901_20230707;TXN_232901;CUST_0173;In-store;Credit Card;Sports & Outdoor;Tennis Racket;5;114,91;83,16;0,056;542,38;126,58;0,23;50;3,9;OK;574,55;Discounted;542,38;7/7/23;OK;574,55;158,75;2023;07;27;Standard;West;AZ;2,73;Jul-2023;;
TXN_722855_20250827;TXN_722855;CUST_0466;Online;Credit Card;Sports & Outdoor;Tennis Racket;3;114,91;80,27;0,037;331,97;91,16;0,27;54;4,4;OK;344,73;Discounted;331,97;27/8/25;OK;344,73;103,92;2025;08;35;Standard;Midwest;WI;2,52;Aug-2025;;
TXN_298476_20250623;TXN_298476;CUST_0071;In-store;Credit Card;Sports & Outdoor;Yoga Mat;7;162,52;107,97;0,123;997,71;241,92;0,24;66;4,8;OK;1137,64;Discounted;997,71;23/6/25;OK;1137,64;381,85;2025;06;26;Platinum;Northeast;MA;3,00;Jun-2025;;
TXN_807326_20240519;TXN_807326;CUST_0144;In-store;Credit Card;Sports & Outdoor;Yoga Mat;1;162,52;102,13;0,035;156,83;54,70;0,35;51;3,0;OK;162,52;Discounted;156,83;19/5/24;OK;162,52;60,39;2024;05;21;Standard;Northeast;PA;2,20;May-2024;;
TXN_172396_20230811;TXN_172396;CUST_0095;Online;Digital Wallet;Sports & Outdoor;Water Bottle;1;204,51;177,59;0,044;195,51;17,92;0,09;58;5,5;OK;204,51;Discounted;195,51;11/8/23;OK;204,51;26,92;2023;08;32;Standard;West;CA;2,29;Aug-2023;;
TXN_931656_20230602;TXN_931656;CUST_0548;In-store;Cash;Sports & Outdoor;Tennis Racket;2;114,91;101,49;0,048;218,79;15,81;0,07;34;1,2;OK;229,82;Discounted;218,79;2/6/23;OK;229,82;26,84;2023;06;22;Standard;Midwest;WI;2,34;Jun-2023;;
TXN_163823_20230323;TXN_163823;CUST_0392;In-store;Credit Card;Sports & Outdoor;Dumbbells;3;244,55;195,50;0,066;685,23;98,73;0,14;23;7,1;OK;733,65;Discounted;685,23;23/3/23;OK;733,65;147,15;2023;03;12;Standard;West;CA;2,84;Mar-2023;;
TXN_793762_20240301;TXN_793762;CUST_0094;In-store;Credit Card;Sports & Outdoor;Camping Tent;1;162,03;121,23;0,043;155,06;33,83;0,22;30;8,0;OK;162,03;Discounted;155,06;1/3/24;OK;162,03;40,80;2024;03;9;Standard;Midwest;IN;2,19;Mar-2024;;
TXN_582284_20230312;TXN_582284;CUST_0587;In-store;Cash;Sports & Outdoor;Yoga Mat;6;162,52;102,78;0,099;878,58;261,90;0,30;61;2,7;OK;975,12;Discounted;878,58;12/3/23;OK;975,12;358,44;2023;03;11;Gold;South;TX;2,94;Mar-2023;;
TXN_380746_20250810;TXN_380746;CUST_0926;In-store;Credit Card;Sports & Outdoor;Camping Tent;4;162,03;81,70;0,096;585,90;259,10;0,44;70;5,4;OK;648,12;Discounted;585,90;10/8/25;OK;648,12;321,32;2025;08;33;Standard;West;CA;2,77;Aug-2025;;
TXN_503264_20230605;TXN_503264;CUST_0152;In-store;Cash;Sports & Outdoor;Yoga Mat;4;162,52;116,96;0,095;588,32;120,48;0,20;59;9,9;OK;650,08;Discounted;588,32;5/6/23;OK;650,08;182,24;2023;06;23;Standard;South;TX;2,77;Jun-2023;;
TXN_175641_20230408;TXN_175641;CUST_0078;In-store;Cash;Sports & Outdoor;Tennis Racket;2;114,91;57,46;0,039;220,86;105,94;0,48;28;2,8;OK;229,82;Discounted;220,86;8/4/23;OK;229,82;114,90;2023;04;14;Standard;South;TX;2,34;Apr-2023;;
TXN_592799_20240522;TXN_592799;CUST_0096;In-store;Cash;Sports & Outdoor;Tennis Racket;4;114,91;88,59;0,046;438,50;84,14;0,19;62;8,3;OK;459,64;Discounted;438,50;22/5/24;OK;459,64;105,28;2024;05;21;Standard;Northeast;NY;2,64;May-2024;;
TXN_753479_20230803;TXN_753479;CUST_0078;In-store;Cash;Sports & Outdoor;Water Bottle;1;204,51;170,96;0,048;194,69;23,73;0,12;28;2,8;OK;204,51;Discounted;194,69;3/8/23;OK;204,51;33,55;2023;08;31;Standard;South;TX;2,29;Aug-2023;;
TXN_253565_20231015;TXN_253565;CUST_0971;In-store;Digital Wallet;Sports & Outdoor;Water Bottle;2;204,51;148,34;0,042;391,84;95,16;0,24;31;3,5;OK;409,02;Discounted;391,84;15/10/23;OK;409,02;112,34;2023;10;42;Standard;Western Canada;BC;2,59;Oct-2023;;
TXN_718000_20230516;TXN_718000;CUST_0952;Online;Credit Card;Sports & Outdoor;Tennis Racket;1;114,91;59,27;0,033;111,12;51,85;0,47;65;9,8;OK;114,91;Discounted;111,12;16/5/23;OK;114,91;55,64;2023;05;20;Standard;West;CA;2,05;May-2023;;
TXN_365902_20240805;TXN_365902;CUST_0470;In-store;Cash;Sports & Outdoor;Dumbbells;4;244,55;194,27;0,106;874,51;97,43;0,11;41;2,0;OK;978,20;Discounted;874,51;5/8/24;OK;978,20;201,12;2024;08;32;Gold;West;CA;2,94;Aug-2024;;
TXN_103144_20251016;TXN_103144;CUST_0555;In-store;Credit Card;Sports & Outdoor;Camping Tent;12;162,03;140,27;0,100;1749,92;66,68;0,04;32;9,6;OK;1944,36;Discounted;1749,92;16/10/25;OK;1944,36;261,12;2025;10;42;Platinum;South;TX;3,24;Oct-2025;;
TXN_118887_20240420;TXN_118887;CUST_0219;In-store;Cash;Sports & Outdoor;Yoga Mat;5;162,52;100,08;0,063;761,41;261,01;0,34;44;9,9;OK;812,60;Discounted;761,41;20/4/24;OK;812,60;312,20;2024;04;16;Standard;Eastern Canada;ON;2,88;Apr-2024;;
TXN_209365_20250715;TXN_209365;CUST_0839;In-store;Cash;Sports & Outdoor;Tennis Racket;6;114,91;85,41;0,069;641,89;129,43;0,20;50;0,5;OK;689,46;Discounted;641,89;15/7/25;OK;689,46;177,00;2025;07;29;Gold;South;NC;2,81;Jul-2025;;
TXN_752781_20250826;TXN_752781;CUST_0468;Online;Credit Card;Sports & Outdoor;Tennis Racket;2;114,91;87,73;0,038;221,09;45,63;0,21;20;3,5;OK;229,82;Discounted;221,09;26/8/25;OK;229,82;54,36;2025;08;35;Standard;Northeast;PA;2,34;Aug-2025;;
TXN_618904_20250302;TXN_618904;CUST_0715;Online;Credit Card;Sports & Outdoor;Dumbbells;9;244,55;195,76;0,081;2022,67;260,83;0,13;57;7,2;OK;2200,95;Discounted;2022,67;2/3/25;OK;2200,95;439,11;2025;03;10;Standard;Northeast;DC;3,31;Mar-2025;;
TXN_764756_20240914;TXN_764756;CUST_0437;In-store;Credit Card;Sports & Outdoor;Water Bottle;5;204,51;143,37;0,058;963,24;246,39;0,26;42;9,8;OK;1022,55;Discounted;963,24;14/9/24;OK;1022,55;305,70;2024;09;37;Gold;South;GA;2,98;Sep-2024;;
TXN_974205_20240121;TXN_974205;CUST_0831;Online;Credit Card;Sports & Outdoor;Camping Tent;4;162,03;132,99;0,055;612,47;80,51;0,13;64;2,4;OK;648,12;Discounted;612,47;21/1/24;OK;648,12;116,16;2024;01;4;Standard;South;TX;2,79;Jan-2024;;
TXN_316268_20241209;TXN_316268;CUST_0919;In-store;Cash;Sports & Outdoor;Camping Tent;3;162,03;140,39;0,045;464,22;43,05;0,09;62;5,7;OK;486,09;Discounted;464,22;9/12/24;OK;486,09;64,92;2024;12;50;Gold;South;TX;2,67;Dec-2024;;
TXN_454091_20230716;TXN_454091;CUST_0045;Online;Digital Wallet;Sports & Outdoor;Dumbbells;6;244,55;134,52;0,104;1314,70;507,58;0,39;58;1,5;OK;1467,30;Discounted;1314,70;16/7/23;OK;1467,30;660,18;2023;07;29;Gold;West;CA;3,12;Jul-2023;;
TXN_303733_20250605;TXN_303733;CUST_0938;In-store;Digital Wallet;Sports & Outdoor;Camping Tent;2;162,03;88,76;0,038;311,75;134,23;0,43;31;3,3;OK;324,06;Discounted;311,75;5/6/25;OK;324,06;146,54;2025;06;23;Gold;Midwest;IL;2,49;Jun-2025;;
TXN_418024_20230827;TXN_418024;CUST_0821;Online;Credit Card;Sports & Outdoor;Dumbbells;3;244,55;215,49;0,075;678,63;32,16;0,05;65;0,9;OK;733,65;Discounted;678,63;27/8/23;OK;733,65;87,18;2023;08;35;Standard;South;GA;2,83;Aug-2023;;
TXN_864347_20230712;TXN_864347;CUST_0122;In-store;Credit Card;Sports & Outdoor;Water Bottle;1;204,51;115,23;0,048;194,69;79,46;0,41;70;5,1;OK;204,51;Discounted;194,69;12/7/23;OK;204,51;89,28;2023;07;28;Standard;South;FL;2,29;Jul-2023;;
TXN_615894_20241102;TXN_615894;CUST_0224;Online;Credit Card;Sports & Outdoor;Water Bottle;2;204,51;126,27;0,046;390,21;137,67;0,35;52;4,2;OK;409,02;Discounted;390,21;2/11/24;OK;409,02;156,48;2024;11;44;Standard;Midwest;IL;2,59;Nov-2024;;
TXN_454531_20241014;TXN_454531;CUST_0457;In-store;Credit Card;Sports & Outdoor;Water Bottle;4;204,51;145,73;0,066;764,05;181,13;0,24;23;6,5;OK;818,04;Discounted;764,05;14/10/24;OK;818,04;235,12;2024;10;42;Platinum;Midwest;IL;2,88;Oct-2024;;
TXN_897306_20240508;TXN_897306;CUST_0864;In-store;Cash;Sports & Outdoor;Yoga Mat;2;162,52;141,69;0,038;312,69;29,31;0,09;20;4,6;OK;325,04;Discounted;312,69;8/5/24;OK;325,04;41,66;2024;05;19;Gold;West;CA;2,50;May-2024;;
TXN_792091_20240305;TXN_792091;CUST_0567;In-store;Credit Card;Sports & Outdoor;Camping Tent;2;162,03;105,86;0,034;313,04;101,32;0,32;48;2,0;OK;324,06;Discounted;313,04;5/3/24;OK;324,06;112,34;2024;03;10;Standard;South;FL;2,50;Mar-2024;;
TXN_683715_20240915;TXN_683715;CUST_0624;In-store;Credit Card;Sports & Outdoor;Tennis Racket;4;114,91;74,50;0,053;435,28;137,28;0,32;28;6,0;OK;459,64;Discounted;435,28;15/9/24;OK;459,64;161,64;2024;09;38;Platinum;Northeast;NY;2,64;Sep-2024;;
TXN_671686_20230103;TXN_671686;CUST_0395;In-store;Cash;Sports & Outdoor;Yoga Mat;2;162,52;133,12;0,047;309,76;43,52;0,14;47;2,5;OK;325,04;Discounted;309,76;3/1/23;OK;325,04;58,80;2023;01;1;Gold;West;CA;2,49;Jan-2023;;
TXN_795534_20231222;TXN_795534;CUST_0391;In-store;Credit Card;Sports & Outdoor;Water Bottle;2;204,51;127,84;0,048;389,39;133,71;0,34;35;1,3;OK;409,02;Discounted;389,39;22/12/23;OK;409,02;153,34;2023;12;51;Standard;Midwest;IN;2,59;Dec-2023;;
TXN_569580_20250301;TXN_569580;CUST_0058;In-store;Cash;Sports & Outdoor;Tennis Racket;3;114,91;92,87;0,038;331,63;53,02;0,16;67;2,8;OK;344,73;Discounted;331,63;1/3/25;OK;344,73;66,12;2025;03;9;Standard;Northeast;NY;2,52;Mar-2025;;
TXN_155156_20240213;TXN_155156;CUST_0835;In-store;Credit Card;Sports & Outdoor;Dumbbells;2;244,55;200,06;0,049;465,13;65,01;0,14;33;0,6;OK;489,10;Discounted;465,13;13/2/24;OK;489,10;88,98;2024;02;7;Standard;Midwest;IL;2,67;Feb-2024;;
TXN_266612_20230925;TXN_266612;CUST_0854;Online;Credit Card;Sports & Outdoor;Yoga Mat;3;162,52;133,28;0,040;468,06;68,22;0,15;25;3,7;OK;487,56;Discounted;468,06;25/9/23;OK;487,56;87,72;2023;09;39;Standard;Midwest;IN;2,67;Sep-2023;;
TXN_915996_20241006;TXN_915996;CUST_0335;Online;Credit Card;Sports & Outdoor;Water Bottle;1;204,51;118,77;0,049;194,49;75,72;0,39;68;1,3;OK;204,51;Discounted;194,49;6/10/24;OK;204,51;85,74;2024;10;41;Standard;South;TX;2,29;Oct-2024;;
TXN_750810_20250726;TXN_750810;CUST_0103;Online;Credit Card;Sports & Outdoor;Dumbbells;3;244,55;155,32;0,050;696,97;231,01;0,33;40;6,1;OK;733,65;Discounted;696,97;26/7/25;OK;733,65;267,69;2025;07;30;Standard;Eastern Canada;QC;2,84;Jul-2025;;
TXN_123485_20230824;TXN_123485;CUST_0295;Online;Credit Card;Sports & Outdoor;Tennis Racket;9;114,91;58,54;0,056;976,28;449,42;0,46;66;6,5;OK;1034,19;Discounted;976,28;24/8/23;OK;1034,19;507,33;2023;08;34;Standard;South;TX;2,99;Aug-2023;;
TXN_430480_20231122;TXN_430480;CUST_0786;In-store;Cash;Sports & Outdoor;Yoga Mat;4;162,52;127,02;0,089;592,22;84,14;0,14;55;7,3;OK;650,08;Discounted;592,22;22/11/23;OK;650,08;142,00;2023;11;47;Standard;West;AZ;2,77;Nov-2023;;
TXN_475452_20230204;TXN_475452;CUST_0889;Online;Credit Card;Sports & Outdoor;Yoga Mat;1;162,52;144,20;0,035;156,83;12,63;0,08;27;1,3;OK;162,52;Discounted;156,83;4/2/23;OK;162,52;18,32;2023;02;5;Standard;Northeast;NY;2,20;Feb-2023;;
TXN_147706_20240826;TXN_147706;CUST_0045;Online;Credit Card;Sports & Outdoor;Tennis Racket;12;114,91;96,23;0,077;1272,74;117,98;0,09;58;1,5;OK;1378,92;Discounted;1272,74;26/8/24;OK;1378,92;224,16;2024;08;35;Gold;West;CA;3,10;Aug-2024;;
TXN_296951_20230823;TXN_296951;CUST_0642;In-store;Credit Card;Sports & Outdoor;Tennis Racket;1;114,91;97,79;0,043;109,97;12,18;0,11;61;3,9;OK;114,91;Discounted;109,97;23/8/23;OK;114,91;17,12;2023;08;34;Standard;South;NC;2,04;Aug-2023;;
TXN_780626_20240511;TXN_780626;CUST_0166;Online;Credit Card;Sports & Outdoor;Yoga Mat;1;162,52;143,53;0,048;154,72;11,19;0,07;57;3,4;OK;162,52;Discounted;154,72;11/5/24;OK;162,52;18,99;2024;05;19;Standard;Midwest;IL;2,19;May-2024;;
TXN_156206_20240821;TXN_156206;CUST_0952;Online;Credit Card;Sports & Outdoor;Water Bottle;5;204,51;136,18;0,073;947,90;267,00;0,28;65;9,8;OK;1022,55;Discounted;947,90;21/8/24;OK;1022,55;341,65;2024;08;34;Standard;West;CA;2,98;Aug-2024;;
TXN_832411_20230404;TXN_832411;CUST_0985;In-store;Digital Wallet;Sports & Outdoor;Yoga Mat;2;162,52;103,68;0,053;307,81;100,45;0,33;65;6,6;OK;325,04;Discounted;307,81;4/4/23;OK;325,04;117,68;2023;04;14;Gold;West;CA;2,49;Apr-2023;;
TXN_886228_20240809;TXN_886228;CUST_0410;Online;Credit Card;Sports & Outdoor;Camping Tent;5;162,03;105,75;0,074;750,20;221,45;0,30;27;4,6;OK;810,15;Discounted;750,20;9/8/24;OK;810,15;281,40;2024;08;32;Gold;Midwest;MI;2,88;Aug-2024;;
TXN_403106_20230813;TXN_403106;CUST_0515;Online;Credit Card;Sports & Outdoor;Yoga Mat;5;162,52;122,35;0,083;745,15;133,40;0,18;40;1,0;OK;812,60;Discounted;745,15;13/8/23;OK;812,60;200,85;2023;08;33;Standard;South;FL;2,87;Aug-2023;;
TXN_664697_20250619;TXN_664697;CUST_0316;Online;Credit Card;Sports & Outdoor;Tennis Racket;4;114,91;63,69;0,049;437,12;182,36;0,42;36;1,4;OK;459,64;Discounted;437,12;19/6/25;OK;459,64;204,88;2025;06;25;Gold;Midwest;WI;2,64;Jun-2025;;
TXN_420853_20240827;TXN_420853;CUST_0319;In-store;Credit Card;Sports & Outdoor;Camping Tent;6;162,03;114,14;0,092;882,74;197,90;0,22;64;6,7;OK;972,18;Discounted;882,74;27/8/24;OK;972,18;287,34;2024;08;35;Standard;South;TX;2,95;Aug-2024;;
TXN_590237_20240823;TXN_590237;CUST_0648;In-store;Cash;Sports & Outdoor;Tennis Racket;2;114,91;78,56;0,055;217,18;60,06;0,28;49;0,1;OK;229,82;Discounted;217,18;23/8/24;OK;229,82;72,70;2024;08;34;Gold;Northeast;NY;2,34;Aug-2024;;
TXN_449787_20240908;TXN_449787;CUST_0885;In-store;Credit Card;Sports & Outdoor;Yoga Mat;6;162,52;142,48;0,106;871,76;16,88;0,02;21;0,8;OK;975,12;Discounted;871,76;8/9/24;OK;975,12;120,24;2024;09;37;Platinum;Northeast;DC;2,94;Sep-2024;;
TXN_965249_20240706;TXN_965249;CUST_0585;In-store;Credit Card;Sports & Outdoor;Dumbbells;6;244,55;154,33;0,076;1355,79;429,81;0,32;38;4,1;OK;1467,30;Discounted;1355,79;6/7/24;OK;1467,30;541,32;2024;07;27;Standard;South;TX;3,13;Jul-2024;;
TXN_185725_20240910;TXN_185725;CUST_0412;In-store;Cash;Sports & Outdoor;Water Bottle;5;204,51;148,59;0,052;969,38;226,43;0,23;63;8,3;OK;1022,55;Discounted;969,38;10/9/24;OK;1022,55;279,60;2024;09;37;Gold;Western Canada;AB;2,99;Sep-2024;;
TXN_391693_20240721;TXN_391693;CUST_0012;In-store;Credit Card;Sports & Outdoor;Dumbbells;1;244,55;147,84;0,051;232,08;84,24;0,36;69;6,6;OK;244,55;Discounted;232,08;21/7/24;OK;244,55;96,71;2024;07;30;Platinum;Northeast;MA;2,37;Jul-2024;;
TXN_727574_20240920;TXN_727574;CUST_0533;In-store;Cash;Sports & Outdoor;Yoga Mat;1;162,52;135,39;0,041;155,86;20,47;0,13;25;3,8;OK;162,52;Discounted;155,86;20/9/24;OK;162,52;27,13;2024;09;38;Platinum;South;TX;2,19;Sep-2024;;
TXN_127269_20230706;TXN_127269;CUST_0819;In-store;Cash;Sports & Outdoor;Camping Tent;4;162,03;137,50;0,083;594,33;44,33;0,07;33;7,4;OK;648,12;Discounted;594,33;6/7/23;OK;648,12;98,12;2023;07;27;Standard;West;CA;2,77;Jul-2023;;
TXN_132133_20240709;TXN_132133;CUST_0259;Online;Credit Card;Sports & Outdoor;Water Bottle;1;204,51;116,74;0,051;194,08;77,34;0,40;64;4,7;OK;204,51;Discounted;194,08;9/7/24;OK;204,51;87,77;2024;07;28;Platinum;Eastern Canada;QC;2,29;Jul-2024;;
TXN_130157_20240704;TXN_130157;CUST_0144;In-store;Cash;Sports & Outdoor;Yoga Mat;4;162,52;101,99;0,059;611,73;203,77;0,33;51;3,0;OK;650,08;Discounted;611,73;4/7/24;OK;650,08;242,12;2024;07;27;Standard;Northeast;PA;2,79;Jul-2024;;
TXN_285070_20240318;TXN_285070;CUST_0976;Online;Credit Card;Sports & Outdoor;Yoga Mat;2;162,52;116,34;0,034;313,99;81,31;0,26;43;1,5;OK;325,04;Discounted;313,99;18/3/24;OK;325,04;92,36;2024;03;12;Gold;South;NC;2,50;Mar-2024;;
TXN_359731_20250723;TXN_359731;CUST_0699;In-store;Credit Card;Sports & Outdoor;Tennis Racket;1;114,91;79,51;0,046;109,62;30,11;0,27;69;0,5;OK;114,91;Discounted;109,62;23/7/25;OK;114,91;35,40;2025;07;30;Standard;South;NC;2,04;Jul-2025;;
TXN_559516_20230612;TXN_559516;CUST_0723;In-store;Credit Card;Sports & Outdoor;Dumbbells;1;244,55;198,88;0,039;235,01;36,13;0,15;32;4,5;OK;244,55;Discounted;235,01;12/6/23;OK;244,55;45,67;2023;06;24;Platinum;West;WA;2,37;Jun-2023;;
TXN_478175_20240623;TXN_478175;CUST_0818;In-store;Credit Card;Sports & Outdoor;Dumbbells;8;244,55;156,01;0,086;1788,15;540,07;0,30;42;5,5;OK;1956,40;Discounted;1788,15;23/6/24;OK;1956,40;708,32;2024;06;26;Platinum;South;TX;3,25;Jun-2024;;
TXN_543552_20251023;TXN_543552;CUST_0145;In-store;Cash;Sports & Outdoor;Dumbbells;6;244,55;136,98;0,098;1323,50;501,62;0,38;36;0,8;OK;1467,30;Discounted;1323,50;23/10/25;OK;1467,30;645,42;2025;10;43;Standard;West;CA;3,12;Oct-2025;;
TXN_738202_20231208;TXN_738202;CUST_0661;In-store;Credit Card;Sports & Outdoor;Water Bottle;6;204,51;144,47;0,080;1128,90;262,08;0,23;36;2,0;OK;1227,06;Discounted;1128,90;8/12/23;OK;1227,06;360,24;2023;12;49;Standard;Midwest;IL;3,05;Dec-2023;;
